Cluster,Layer,Correlation,p_value
Cluster_27,5,-0.2492576671603511,0.015406574963808177
Cluster_27,6,-0.21849510529928115,0.034372101425119525
Cluster_27,7,-0.17610085612108514,0.08954314800180033
Cluster_27,8,-0.12470469241050464,0.23108797700139083
Cluster_27,9,-0.1738756637647654,0.09373350220167065
Cluster_27,10,-0.13135137087743382,0.20697219570974545
Cluster_27,11,-0.00885019687172633,0.9325321669474986
Cluster_27,12,-0.013950800130043708,0.8938337431063915
Cluster_28,0,-0.13989118953954016,0.01657014546173414
Cluster_28,1,-0.18062116613441395,0.0019086535323583503
Cluster_28,2,-0.1353461296623002,0.020475254007525794
Cluster_28,3,-0.16882366579807856,0.003752220681880742
Cluster_28,4,-0.15039248669686212,0.00993799744427321
Cluster_28,5,-0.155665557634527,0.007597171584828195
Cluster_28,6,-0.13147755712692297,0.024405053917499593
Cluster_28,7,-0.1110713021474895,0.057566162420373636
Cluster_28,8,0.03139845867750064,0.5924495935284336
Cluster_28,9,0.07177969602914334,0.22057555180676455
Cluster_28,10,0.04221032936060019,0.4716747470157411
Cluster_28,11,0.0682837163104056,0.24394082763739106
Cluster_28,12,-0.21678556877891653,0.00018440513556422638
Cluster_29,0,-0.0343046357615894,0.6758282470932584
Cluster_29,1,-0.053973509933774824,0.5104056387243692
Cluster_29,2,-0.029031021261763677,0.7234518122943672
Cluster_29,3,-0.05839316835134192,0.4763455324761252
Cluster_29,4,-0.0067898222377134896,0.9340564070011685
Cluster_29,5,0.0012791913558731264,0.9875627998187146
Cluster_29,6,-0.02586964098989195,0.7525318944883127
Cluster_29,7,-0.06422098292087834,0.43338520791183
Cluster_29,8,0.03575461833391425,0.6629466523881504
Cluster_29,9,0.06815266643429767,0.4057013696495576
Cluster_29,10,0.11442314395259673,0.16182191284947128
Cluster_29,11,0.144046706169397,0.07763418714143278
Cluster_29,12,-0.1977901707912164,0.014916947883691398
Cluster_30,0,-0.04283668049297245,0.6834923743511873
Cluster_30,1,-0.016024588940944762,0.878827875938113
Cluster_30,2,-0.04071797320282891,0.6983713247074166
Cluster_30,3,-0.02021724209960908,0.8474674477577194
Cluster_30,4,0.00802721494434663,0.939127994868274
Cluster_30,5,-0.006848497508280861,0.9480529483917141
Cluster_30,6,0.008847841007430395,0.932918790098664
Cluster_30,7,0.008773238638059145,0.9334831030503872
Cluster_30,8,-0.024812748052878152,0.8133662917267609
Cluster_30,9,-0.06482945898361732,0.5369794364755306
Cluster_30,10,-0.05872698516904896,0.576048528783742
Cluster_30,11,-0.051460714392289095,0.6242173688640875
Cluster_30,12,-0.07234937781623943,0.490710173110379
Cluster_31,0,0.012401312549570517,0.8348806082476583
Cluster_31,1,-0.05981016759371095,0.3143312245543053
Cluster_31,2,-0.04231572726754343,0.4767429005500392
Cluster_31,3,-0.03439273846983261,0.5631050434801637
