Cluster,Layer,Correlation,p_value
Cluster_12,12,-0.19126514047633392,0.09790525851206491
Cluster_13,0,-0.03863060016906171,0.6180211696480158
Cluster_13,1,-0.0873352891452439,0.2588593213866221
Cluster_13,2,-0.10322957585401027,0.1816814772103086
Cluster_13,3,-0.0917905623787977,0.23525577483703722
Cluster_13,4,-0.07032469792650789,0.3635816583288729
Cluster_13,5,-0.09102729849336184,0.2391884746796349
Cluster_13,6,-0.10306548654964948,0.18238048728857403
Cluster_13,7,-0.08023469742926757,0.29974392709995057
Cluster_13,8,0.05673263388195515,0.4637774952140701
Cluster_13,9,0.10890060166078268,0.15871809588583113
Cluster_13,10,0.12940181989955749,0.0935823567843859
Cluster_13,11,0.15684202675152903,0.04170670355273717
Cluster_13,12,-0.17938938889165137,0.019610497617760923
Cluster_14,0,-0.18799922072861874,0.042374215173997115
Cluster_14,1,-0.18471728933447226,0.046177997374963115
Cluster_14,2,-0.15223516012528285,0.10130478687539224
Cluster_14,3,-0.14328852522891097,0.12326175906021608
Cluster_14,4,-0.12136402463696443,0.19241023158139234
Cluster_14,5,-0.04539255795830898,0.626985199472323
Cluster_14,6,-0.09169176819673605,0.32549788335648044
Cluster_14,7,-0.049041646060933024,0.599522572515246
Cluster_14,8,0.17681218061112858,0.05651594741403701
Cluster_14,9,0.1741296887410271,0.06042913784002717
Cluster_14,10,0.17978689924920196,0.052422378080365
Cluster_14,11,0.26692292706319587,0.0036236609245012164
Cluster_14,12,-0.17251869502015615,0.06288390835134905
Cluster_15,0,-0.15647769020375796,0.028924189335144818
Cluster_15,1,-0.08479664665231675,0.23854481579968093
Cluster_15,2,-0.09575328942044699,0.18299594898687999
Cluster_15,3,-0.026914175662334717,0.7087857644917426
Cluster_15,4,-0.009129456699412515,0.8992024416595891
Cluster_15,5,0.004623800352813607,0.9488483390426775
Cluster_15,6,-0.015985045881953097,0.8244710892437592
Cluster_15,7,-0.04692744663289581,0.5147547287846423
Cluster_15,8,-0.013261260094838887,0.8540127326999158
Cluster_15,9,-0.01472592208969234,0.8380992969988588
Cluster_15,10,-0.0219310880577449,0.7608851574224222
Cluster_15,11,0.01121235171308809,0.8763717994983422
Cluster_15,12,-0.1266163880302319,0.0777589529851029
Cluster_16,0,-0.02452965778855517,0.4972768237460915
Cluster_16,1,-0.04236119910629703,0.2409714168608969
